Longitude,Latitude,Actual_UHI,Predicted_UHI,Correct
-70.68153,-33.47267,Medium,High,False
-70.68127333,-33.47225667,Medium,High,False
-70.68109667,-33.47199333,Medium,High,False
-70.68093,-33.471765,Medium,High,False
-70.68069,-33.47142167,Medium,High,False
-70.68052,-33.47101167,Medium,High,False
-70.680435,-33.47067167,Medium,High,False
-70.67997833,-33.47063833,Medium,High,False
-70.679435,-33.470695,Medium,High,False
-70.678825,-33.47067167,Medium,High,False
-70.67836167,-33.47068333,Medium,High,False
-70.67802333,-33.47066333,Medium,High,False
-70.67761333,-33.47064833,Low,High,False
-70.677065,-33.47063667,Low,Medium,False
-70.676495,-33.47062833,Low,High,False
-70.676055,-33.470635,Low,High,False
-70.67546167,-33.47064333,Medium,High,False
-70.675055,-33.47063833,Medium,High,False
-70.67455667,-33.47061,High,High,True
-70.674015,-33.47062667,Medium,High,False
-70.67356667,-33.47064833,High,High,True
-70.67274167,-33.47063667,Medium,High,False
-70.67232833,-33.47062,Medium,High,False
-70.67182333,-33.47065167,Medium,Medium,True
-70.67137333,-33.47060833,Medium,Medium,True
-70.670965,-33.47062,Medium,High,False
-70.67059167,-33.47060167,Medium,High,False
-70.67013167,-33.47058333,High,High,True
-70.669665,-33.47058833,Medium,Low,False
-70.66920167,-33.47058333,Medium,High,False
-70.66871833,-33.47059333,Medium,High,False
-70.66833833,-33.47058667,Medium,High,False
-70.66780833,-33.47057167,High,High,True
-70.667445,-33.47055167,High,High,True
-70.66699333,-33.47054,Medium,High,False
-70.666455,-33.47055,Medium,High,False
-70.66582667,-33.47055167,Medium,High,False
-70.66520667,-33.47054667,Medium,High,False
-70.66456667,-33.470505,Medium,High,False
-70.66392667,-33.47046667,Medium,High,False
-70.66328833,-33.47044667,Medium,High,False
-70.66269667,-33.47040333,Medium,High,False
-70.66207167,-33.470385,Medium,High,False
-70.661465,-33.47033,Medium,High,False
-70.66084833,-33.47032167,Medium,High,False
-70.66033333,-33.47026667,Medium,High,False
-70.65971167,-33.470265,Low,High,False
-70.65932833,-33.47023333,Low,High,False
-70.658875,-33.47021333,Low,High,False
-70.65838667,-33.47018833,Low,High,False
-70.65779167,-33.47013833,Medium,High,False
-70.65716833,-33.47011667,Low,High,False
-70.65661333,-33.47008833,Medium,High,False
-70.65604333,-33.47011667,Medium,High,False
-70.65563,-33.47022333,Medium,High,False
-70.65523,-33.470395,Medium,High,False
-70.65490333,-33.47044333,Medium,High,False
-70.65453667,-33.47042833,Medium,High,False
-70.65419833,-33.4704,Medium,High,False
-70.653805,-33.47036333,Medium,Medium,True
-70.653425,-33.47033167,Medium,Medium,True
-70.65294333,-33.47025833,Medium,Medium,True
-70.65250833,-33.470225,Medium,High,False
-70.65209167,-33.47017,High,High,True
-70.65160667,-33.47013167,High,High,True
-70.65116667,-33.47009,High,Medium,False
-70.65085833,-33.47005167,High,High,True
-70.650365,-33.47002167,High,High,True
-70.65005667,-33.47018333,High,High,True
-70.65000167,-33.47052,High,High,True
-70.64996,-33.47085333,Medium,High,False
-70.64990667,-33.47120667,Medium,High,False
-70.64981167,-33.47162667,Medium,Medium,True
-70.64978,-33.47213333,Medium,Medium,True
-70.649695,-33.472575,Medium,High,False
-70.64955167,-33.47334333,Medium,High,False
-70.64953,-33.47363,High,High,True
-70.64948667,-33.47390833,High,High,True
-70.649445,-33.47419667,High,High,True
-70.64941667,-33.47459833,High,High,True
-70.64937167,-33.47487833,Medium,High,False
-70.64934667,-33.47515833,Medium,High,False
-70.64962778,-33.47296944,Medium,High,False
-70.64931333,-33.47572333,Medium,High,False
-70.64923833,-33.476105,Low,High,False
-70.649235,-33.47635833,Medium,High,False
-70.64920833,-33.47661833,High,High,True
-70.64885667,-33.47672833,Medium,High,False
-70.64847667,-33.47676,Medium,High,False
-70.648315,-33.47709333,High,High,True
-70.64828833,-33.47769667,Medium,High,False
-70.64829667,-33.478005,Medium,High,False
-70.64828333,-33.478385,Medium,High,False
-70.64828333,-33.47881833,Medium,High,False
-70.64829333,-33.479305,Medium,High,False
-70.64836833,-33.47978833,High,High,True
-70.64849667,-33.48026667,High,High,True
-70.64863833,-33.48075667,High,High,True
-70.64881,-33.48122833,High,High,True
-70.64893667,-33.481675,High,High,True
-70.64906167,-33.48212,Medium,High,False
-70.64918,-33.48256167,Medium,High,False
-70.64930167,-33.483015,Medium,High,False
-70.64943333,-33.48349167,Medium,High,False
-70.64957167,-33.48398333,Medium,High,False
-70.64970833,-33.48447833,High,High,True
-70.64984333,-33.48493333,Medium,High,False
-70.64992667,-33.48524833,Low,High,False
-70.65001167,-33.48553833,Low,High,False
-70.65013,-33.48592833,High,High,True
-70.65022,-33.48626833,High,High,True
-70.6503,-33.48664,High,High,True
-70.65044,-33.48704667,High,High,True
-70.65056167,-33.48750667,Medium,High,False
-70.65071167,-33.48798667,High,High,True
-70.65084,-33.48844333,Medium,High,False
-70.65094667,-33.48891333,Medium,High,False
-70.65107,-33.48936667,Medium,High,False
-70.65117667,-33.48981167,Medium,High,False
-70.65129167,-33.49026833,Low,Medium,False
-70.65143833,-33.490735,Medium,Medium,True
-70.65156167,-33.49122167,Medium,Medium,True
-70.651655,-33.49167,Low,Medium,False
-70.651745,-33.492105,Low,Low,True
-70.65188,-33.49255,Low,Low,True
-70.65199333,-33.492995,Low,Medium,False
-70.65216,-33.493495,Medium,High,False
-70.65227833,-33.4939,Medium,Medium,True
-70.65241,-33.49432,Medium,Low,False
-70.65253167,-33.494795,Medium,Medium,True
-70.65263333,-33.49524667,High,High,True
-70.65274667,-33.495645,Medium,Medium,True
-70.65286,-33.49602,Medium,Medium,True
-70.652925,-33.496375,Medium,Low,False
-70.65301333,-33.49670333,Medium,Medium,True
-70.65312333,-33.497045,Medium,Medium,True
-70.65324,-33.49736167,High,High,True
-70.65334167,-33.49764,High,Medium,False
-70.65341333,-33.49793667,High,Medium,False
-70.65362667,-33.49819167,Medium,Low,False
-70.65398333,-33.498075,Medium,Medium,True
-70.65441167,-33.49793167,Low,Low,True
-70.6549,-33.49776667,Low,Low,True
-70.65528,-33.49763333,Medium,Medium,True
-70.65559667,-33.49754833,Low,Low,True
-70.656045,-33.49737833,Low,Low,True
-70.65650833,-33.49723333,Low,Low,True
-70.65687833,-33.49711667,Low,Medium,False
-70.65774833,-33.496845,Low,Medium,False
-70.65815667,-33.49670833,Medium,Medium,True
-70.658585,-33.49655,Medium,Medium,True
-70.65901833,-33.49638167,Medium,Medium,True
-70.65936167,-33.49626,Medium,Low,False
-70.65974,-33.49615,Medium,Medium,True
-70.66014333,-33.496005,Low,Low,True
-70.66057,-33.49586833,Medium,Low,False
-70.661065,-33.49575333,Medium,Medium,True
-70.6615,-33.49562167,Medium,Medium,True
-70.66179833,-33.495545,Medium,Medium,True
-70.66215667,-33.49542667,Medium,Medium,True
-70.66263833,-33.4953,Medium,Medium,True
-70.66311167,-33.495145,Medium,Medium,True
-70.663545,-33.494975,Medium,Medium,True
-70.663875,-33.49493333,High,High,True
-70.664035,-33.49533167,Medium,Medium,True
-70.66421667,-33.49572,Medium,Medium,True
-70.66439,-33.49604833,Medium,Medium,True
-70.66454,-33.49641833,Medium,Medium,True
-70.66475833,-33.496855,Medium,Medium,True
-70.665,-33.49733333,High,High,True
-70.66521667,-33.497815,Medium,Medium,True
-70.66544833,-33.49831,Medium,Medium,True
-70.66566,-33.49878167,Medium,Medium,True
-70.66588167,-33.49922333,Medium,Low,False
-70.66607,-33.49956667,Medium,Medium,True
-70.66621667,-33.49983,Medium,Medium,True
-70.66640667,-33.50021667,High,High,True
-70.66654167,-33.50050333,High,Medium,False
-70.66668667,-33.50089667,High,Medium,False
-70.66684667,-33.50135,Medium,Medium,True
-70.66705,-33.50177,Medium,Low,False
-70.66725,-33.502215,High,Low,False
-70.66747833,-33.50264,High,Medium,False
-70.66767,-33.50305667,High,Low,False
-70.667865,-33.5035,High,Medium,False
-70.66803333,-33.50382833,High,High,True
-70.66816667,-33.504125,High,High,True
-70.668305,-33.50442167,High,High,True
-70.668505,-33.50485,Medium,Medium,True
-70.66876167,-33.50537167,Medium,Medium,True
-70.66898333,-33.50588167,Medium,Medium,True
-70.66918667,-33.50635333,High,High,True
-70.66942333,-33.50682167,Medium,Medium,True
-70.66964667,-33.50729833,Medium,Medium,True
-70.66985667,-33.50773,Medium,Medium,True
-70.67007833,-33.50813833,Medium,Medium,True
-70.67028,-33.50855667,Medium,Medium,True
-70.6705,-33.508985,Medium,Medium,True
-70.67070333,-33.50941667,Medium,Medium,True
-70.67085667,-33.50980667,Medium,Medium,True
-70.67101,-33.51011167,Medium,Medium,True
-70.67111667,-33.51035667,Medium,Medium,True
-70.67124,-33.51068167,Medium,Low,False
-70.670915,-33.510865,Medium,Medium,True
-70.67055833,-33.51094667,Medium,Medium,True
-70.67014167,-33.51106167,Medium,Medium,True
-70.669715,-33.51119333,Medium,Low,False
-70.66924833,-33.51133,High,High,True
-70.66878167,-33.51148333,High,High,True
-70.66833167,-33.51162167,High,High,True
-70.66790333,-33.51173167,Medium,Medium,True
-70.66757833,-33.51183333,Medium,Medium,True
-70.66719167,-33.51196,High,High,True
-70.66689833,-33.51203667,High,High,True
-70.666515,-33.512125,High,High,True
-70.66609167,-33.51225833,High,Medium,False
-70.66567833,-33.512415,High,High,True
-70.66525667,-33.51255333,Medium,Medium,True
-70.66486167,-33.51267667,Medium,Medium,True
-70.66444333,-33.51279833,Medium,Medium,True
-70.66403333,-33.51289,Low,Low,True
-70.66372333,-33.51297833,Low,Low,True
-70.66336667,-33.51310333,Medium,Medium,True
-70.66290833,-33.51325833,Medium,Medium,True
-70.662535,-33.51336833,Medium,Medium,True
-70.66218,-33.51348333,Medium,Medium,True
-70.66175833,-33.51361833,High,High,True
-70.66131667,-33.51372833,High,Medium,False
-70.66090833,-33.51385333,High,High,True
-70.66047667,-33.51398667,Medium,Medium,True
-70.66010667,-33.5141,Medium,Medium,True
-70.65977167,-33.51422,Medium,Medium,True
-70.659385,-33.51430833,Medium,Medium,True
-70.65908333,-33.51440833,Medium,Medium,True
-70.65857,-33.51459167,Medium,Medium,True
-70.65822,-33.51469,Medium,Medium,True
-70.657915,-33.51472,Medium,Medium,True
-70.657445,-33.51482,Medium,Medium,True
-70.65699,-33.51488833,Low,Medium,False
-70.6565,-33.51496667,Low,Low,True
-70.65603667,-33.51511333,Medium,Medium,True
-70.65562,-33.51519333,Medium,Medium,True
-70.65516667,-33.515315,Medium,Medium,True
-70.654645,-33.51541333,Medium,Medium,True
-70.65415833,-33.51551167,Medium,Medium,True
-70.65362833,-33.51560167,Low,Low,True
-70.65315,-33.515685,Low,Medium,False
-70.65261167,-33.51578167,Medium,Medium,True
-70.65214,-33.51587333,Medium,Medium,True
-70.65164833,-33.51597333,Medium,Low,False
-70.651145,-33.51608,High,High,True
-70.65064833,-33.51618833,High,High,True
-70.65010667,-33.51626667,High,High,True
-70.64961167,-33.51637833,High,Medium,False
-70.64920333,-33.51644167,High,High,True
-70.64909667,-33.51675333,High,High,True
-70.64917333,-33.51703333,Medium,Medium,True
-70.64927,-33.51733667,Medium,Low,False
-70.64935667,-33.51765333,Medium,Medium,True
-70.64942,-33.51794167,Medium,Medium,True
-70.64967667,-33.51880167,Medium,Medium,True
-70.64975333,-33.51910833,Low,Low,True
-70.64983667,-33.519385,Low,Low,True
-70.64995333,-33.51977833,Medium,Medium,True
-70.65003667,-33.52008667,Medium,Medium,True
-70.65014,-33.520405,Medium,Medium,True
-70.65021667,-33.52069833,Medium,Low,False
-70.65031167,-33.52102833,Medium,Medium,True
-70.65042167,-33.521395,Medium,Medium,True
-70.65049833,-33.52168167,Medium,Low,False
-70.65059167,-33.521995,Medium,High,False
-70.65075,-33.522525,Medium,Medium,True
-70.65081833,-33.52278,Medium,Medium,True
-70.65089333,-33.52303167,Medium,Medium,True
-70.650975,-33.52334,Medium,Medium,True
-70.65106333,-33.52367167,Medium,Medium,True
-70.65115,-33.52397333,Medium,Medium,True
-70.65125333,-33.52430167,Medium,Low,False
-70.65134833,-33.52465,Medium,Medium,True
-70.65142833,-33.52499,Medium,Medium,True
-70.65160833,-33.52554167,Medium,Medium,True
-70.65172667,-33.5259,Medium,Medium,True
-70.65183,-33.526255,Medium,Medium,True
-70.65193167,-33.526655,Medium,Low,False
-70.65204333,-33.52702333,Medium,Medium,True
-70.65212833,-33.52735333,Medium,Medium,True
-70.65223,-33.52776,Medium,Medium,True
-70.65248667,-33.52793667,Medium,Medium,True
-70.65297167,-33.52783333,Medium,Medium,True
-70.653365,-33.52777333,Medium,Medium,True
-70.65377833,-33.527715,Medium,Medium,True
-70.65414667,-33.52766,Medium,Medium,True
-70.65450833,-33.52758833,Medium,Medium,True
-70.65496,-33.52751667,Medium,Medium,True
-70.65528,-33.52747333,Low,Low,True
-70.65571167,-33.52741333,Low,Low,True
-70.65625167,-33.52732167,Low,Low,True
-70.65663833,-33.52725833,Low,Low,True
-70.65693667,-33.52720667,Low,Low,True
-70.657385,-33.52714,Medium,Medium,True
-70.65783333,-33.52704833,Low,Low,True
-70.65827333,-33.527,Low,Low,True
-70.65871333,-33.526925,Low,Low,True
-70.65918333,-33.526855,Low,Low,True
-70.659705,-33.52677333,Low,Low,True
-70.66017833,-33.52667667,Low,Low,True
-70.66055333,-33.526625,Low,Low,True
-70.66148667,-33.52645667,Medium,Medium,True
-70.66191,-33.52633667,Medium,Medium,True
-70.66241667,-33.52616333,Medium,Medium,True
-70.66293833,-33.525965,Medium,Medium,True
-70.66343167,-33.52577667,Medium,Medium,True
-70.66382,-33.52564333,Medium,Medium,True
-70.66420667,-33.52551833,Medium,Medium,True
-70.66459667,-33.52538667,Medium,Medium,True
-70.66502667,-33.52523833,Low,Low,True
-70.66534833,-33.52511,Medium,Low,False
-70.6657,-33.52497667,Low,Medium,False
-70.66608333,-33.52484,Medium,Medium,True
-70.66643333,-33.52470833,Low,Low,True
-70.66684333,-33.52456333,Low,Low,True
-70.66731167,-33.524425,Low,Low,True
-70.66777,-33.52423667,Low,Low,True
-70.668285,-33.52406167,Medium,Medium,True
-70.66876167,-33.523885,Medium,Medium,True
-70.66913333,-33.52375,Medium,Medium,True
-70.66944667,-33.523635,Medium,Medium,True
-70.669895,-33.52346667,Medium,Medium,True
-70.67017,-33.52338333,Medium,Low,False
-70.67055167,-33.52325667,Medium,Medium,True
-70.671055,-33.523085,Medium,Medium,True
-70.671515,-33.52290833,Medium,Medium,True
-70.672015,-33.52273667,Medium,Medium,True
-70.67252667,-33.52254333,Low,Medium,False
-70.67301,-33.522375,Low,Medium,False
-70.67350667,-33.52220833,Low,Low,True
-70.67393333,-33.52205833,Low,Low,True
-70.67432833,-33.52191,Medium,Medium,True
-70.67474167,-33.521775,Medium,Medium,True
-70.675085,-33.52163167,Medium,Medium,True
-70.67541833,-33.5215,Medium,Low,False
-70.67566333,-33.521395,Medium,Medium,True
-70.67603,-33.52127,Medium,Medium,True
-70.67637833,-33.52131667,Low,Low,True
-70.67651833,-33.52162667,Medium,Medium,True
-70.676685,-33.52200167,Medium,Low,False
-70.67689333,-33.52241,Medium,Medium,True
-70.67710333,-33.522855,Medium,Low,False
-70.67732833,-33.52327833,Medium,Medium,True
-70.67753667,-33.52370167,Medium,Medium,True
-70.67772833,-33.52413,Medium,Medium,True
-70.67793333,-33.52455667,Medium,Medium,True
-70.67808167,-33.52487167,Medium,Low,False
-70.67836,-33.52501833,Medium,Low,False
-70.67868167,-33.524925,Medium,Medium,True
-70.67912167,-33.52481,Medium,Medium,True
-70.67958,-33.52468333,Medium,Medium,True
-70.68009167,-33.52458833,Medium,Medium,True
-70.68061833,-33.52446333,Medium,Medium,True
-70.68110833,-33.52433,Medium,Low,False
-70.68147333,-33.52423,Medium,Medium,True
-70.68184167,-33.52413667,Medium,Medium,True
-70.68222833,-33.52404,Medium,Medium,True
-70.68267,-33.52394833,Medium,Low,False
-70.68311833,-33.52381167,Low,Medium,False
-70.68349167,-33.52374167,Medium,Medium,True
-70.68385833,-33.52364333,Low,Low,True
-70.68428833,-33.52355167,Medium,Medium,True
-70.68476,-33.52343333,Medium,Medium,True
-70.685095,-33.52333333,Medium,Medium,True
-70.68547,-33.52324667,Low,Low,True
-70.68584333,-33.523185,Low,Low,True
-70.68630833,-33.52314833,Low,Low,True
-70.686835,-33.52304167,Low,Low,True
-70.68741333,-33.52306,Medium,Medium,True
-70.68805833,-33.52303333,Medium,Low,False
-70.68866333,-33.52276833,Medium,Low,False
-70.68916,-33.52268167,Low,Medium,False
-70.689575,-33.52256,Medium,Medium,True
-70.68987667,-33.52246333,Medium,Medium,True
-70.69020833,-33.522345,Medium,Medium,True
-70.69054333,-33.52212833,Medium,Medium,True
-70.69093667,-33.52188333,Low,Low,True
-70.691355,-33.52163667,Low,Low,True
-70.69176,-33.52142,Low,Low,True
-70.69216167,-33.52123833,Medium,Medium,True
-70.69251333,-33.52106333,Medium,Medium,True
-70.69295333,-33.52083167,Medium,Medium,True
-70.693415,-33.5206,Medium,Medium,True
-70.69375833,-33.520445,Medium,Medium,True
-70.694065,-33.520305,Medium,Medium,True
-70.69449833,-33.52009,Medium,Medium,True
-70.69494667,-33.519865,Medium,Medium,True
-70.69528833,-33.51970333,Medium,Medium,True
-70.69576333,-33.51948333,High,High,True
-70.69612667,-33.51931667,Medium,Medium,True
-70.69651333,-33.51914833,Medium,Low,False
-70.69682667,-33.51899,Medium,Medium,True
-70.69715833,-33.51882,Medium,Medium,True
-70.697515,-33.518645,Medium,Medium,True
-70.69789,-33.51844667,High,Medium,False
-70.69825333,-33.51826167,Medium,Medium,True
-70.69860667,-33.51810167,Medium,Low,False
-70.699045,-33.517885,Medium,Medium,True
-70.699435,-33.51770333,Medium,Medium,True
-70.69979167,-33.51752833,Medium,Low,False
-70.70019333,-33.51733,Medium,Medium,True
-70.700645,-33.51710667,Medium,Medium,True
-70.70105333,-33.51689667,Medium,Medium,True
-70.70135667,-33.51675667,Medium,Low,False
-70.70156167,-33.51653167,Medium,Medium,True
-70.701405,-33.51619167,Medium,Medium,True
-70.70119833,-33.515775,Medium,Medium,True
-70.70101833,-33.51536,Medium,Medium,True
-70.70080667,-33.514935,Medium,Medium,True
-70.700595,-33.51452667,Medium,Medium,True
-70.700415,-33.51410833,Medium,Medium,True
-70.70017833,-33.51368833,Medium,Medium,True
-70.70000833,-33.513285,Low,Medium,False
-70.699805,-33.51290333,Low,Low,True
-70.69963833,-33.51262333,Medium,Medium,True
-70.69951667,-33.51237167,Medium,Medium,True
-70.69943833,-33.51164333,Medium,Medium,True
-70.69975333,-33.51153167,Medium,Medium,True
-70.70007,-33.51144667,Medium,High,False
-70.70043167,-33.51131167,Medium,Low,False
-70.70088667,-33.51115667,Medium,Low,False
-70.70138,-33.51096833,Medium,Medium,True
-70.701885,-33.51079833,Medium,Medium,True
-70.70242,-33.51063333,Medium,Medium,True
-70.702955,-33.510445,Medium,Medium,True
-70.703445,-33.51025167,Medium,Medium,True
-70.70391,-33.510085,Medium,Medium,True
-70.70436833,-33.50993667,Medium,Medium,True
-70.704745,-33.509805,Medium,Medium,True
-70.70544667,-33.50956333,Medium,Medium,True
-70.705765,-33.50947833,Medium,Medium,True
-70.70622167,-33.50933833,Medium,Medium,True
-70.70656833,-33.50920833,Medium,Medium,True
-70.706895,-33.50910167,Medium,Medium,True
-70.70736,-33.50893167,Low,Low,True
-70.70788,-33.50872667,Medium,Low,False
-70.70824667,-33.50856,Medium,Low,False
-70.70819667,-33.508295,Low,Low,True
-70.70789667,-33.50797333,Medium,Medium,True
-70.70767167,-33.50771167,Low,Low,True
-70.70735833,-33.507335,Low,Low,True
-70.70707167,-33.50701,Low,Medium,False
-70.70682167,-33.50673667,Low,Low,True
-70.70661667,-33.50648833,Low,Low,True
-70.70638167,-33.50621833,Low,Low,True
-70.7061,-33.50587333,Low,Low,True
-70.70577333,-33.505525,Low,Low,True
-70.705555,-33.50524833,Medium,Medium,True
-70.70530833,-33.50495333,Medium,Medium,True
-70.70502167,-33.504615,Medium,Medium,True
-70.70475,-33.504285,Low,Low,True
-70.70423833,-33.50397167,Low,Low,True
-70.70385167,-33.50413833,Low,Medium,False
-70.70343667,-33.50433833,Low,Low,True
-70.70302167,-33.50452333,Low,Low,True
-70.70262,-33.504645,Low,Low,True
-70.702225,-33.50472,Medium,Low,False
-70.70127667,-33.50474167,Medium,Medium,True
-70.700735,-33.50464833,Low,Low,True
-70.70016333,-33.50443167,Low,Low,True
-70.69960167,-33.50414333,Low,Low,True
-70.69913333,-33.50371833,Medium,Low,False
-70.69872833,-33.50322333,Medium,Low,False
-70.69833333,-33.502805,Medium,Medium,True
-70.69797833,-33.50242667,Medium,Low,False
-70.69757667,-33.50209167,Medium,Low,False
-70.69703333,-33.50188167,Medium,Low,False
-70.696475,-33.50180167,Low,Low,True
-70.69592667,-33.50189,Low,Low,True
-70.695495,-33.50203667,Low,Low,True
-70.69512833,-33.50217,Low,Low,True
-70.694715,-33.50231,Low,Medium,False
-70.694285,-33.50246833,Medium,High,False
-70.69378333,-33.50259,Medium,Medium,True
-70.69335333,-33.50273333,Medium,Medium,True
-70.69297,-33.50286,Medium,Medium,True
-70.69253,-33.50298667,Medium,Low,False
-70.69215833,-33.50312,Medium,Medium,True
-70.691705,-33.503275,Medium,Low,False
-70.691315,-33.50341333,Medium,Medium,True
-70.690755,-33.503625,Medium,Low,False
-70.690415,-33.50374167,Medium,Medium,True
-70.69000333,-33.50388333,Medium,Medium,True
-70.68952167,-33.504045,Medium,Medium,True
-70.68903,-33.50421667,Medium,Medium,True
-70.68857667,-33.50439833,Medium,Medium,True
-70.68811667,-33.504565,Medium,Medium,True
-70.68778167,-33.50465667,Medium,Medium,True
-70.68706167,-33.50490167,High,High,True
-70.68672667,-33.505,High,High,True
-70.68640333,-33.50511167,High,Medium,False
-70.68605333,-33.50524833,High,High,True
-70.68569667,-33.505375,Medium,Medium,True
-70.68529167,-33.505495,Medium,Medium,True
-70.68495333,-33.50561333,High,High,True
-70.68465333,-33.505705,High,High,True
-70.68423,-33.50586167,High,High,True
-70.68377833,-33.505925,High,High,True
-70.683315,-33.50612,High,High,True
-70.68269667,-33.50608833,Medium,Medium,True
-70.682545,-33.50577167,Medium,Medium,True
-70.68238833,-33.50546333,Medium,Low,False
-70.68223,-33.50513833,Medium,Medium,True
-70.68203333,-33.50474833,Medium,Medium,True
-70.68185,-33.504395,Medium,Low,False
-70.68168167,-33.50407833,Medium,Medium,True
-70.68148333,-33.503705,Medium,Medium,True
-70.68126833,-33.503275,Medium,Medium,True
-70.681075,-33.50285333,Medium,Medium,True
-70.68082833,-33.50245167,Medium,Medium,True
-70.68064167,-33.50208333,Medium,Medium,True
-70.68048667,-33.50180833,Medium,Medium,True
-70.680325,-33.50149667,Medium,Medium,True
-70.68012333,-33.50109333,Medium,Low,False
-70.679905,-33.50068833,Medium,High,False
-70.67975167,-33.50032333,Medium,Medium,True
-70.67947667,-33.49983167,High,High,True
-70.67931833,-33.499515,Medium,Medium,True
-70.679145,-33.49919833,Medium,Low,False
-70.67897167,-33.49886333,Medium,Medium,True
-70.67882,-33.49855,Medium,Medium,True
-70.67863833,-33.4982,Medium,Low,False
-70.67849,-33.49795333,Medium,Medium,True
-70.678355,-33.497695,Medium,Low,False
-70.6782,-33.497395,Medium,Low,False
-70.67803167,-33.49711167,Medium,Medium,True
-70.67784,-33.49682167,Medium,Low,False
-70.67766,-33.49650833,Medium,Medium,True
-70.677475,-33.49616667,Medium,Medium,True
-70.67730333,-33.49581,Medium,Medium,True
-70.67715333,-33.495465,Medium,Medium,True
-70.67697833,-33.49513667,Medium,Medium,True
-70.67683,-33.49483667,Medium,Medium,True
-70.67666667,-33.49452667,Medium,Medium,True
-70.67647667,-33.49418667,Medium,Medium,True
-70.67632833,-33.49383833,Medium,Medium,True
-70.67615833,-33.493485,Medium,High,False
-70.67597667,-33.49312333,High,High,True
-70.67580833,-33.49275333,High,High,True
-70.67565,-33.4924,Medium,Medium,True
-70.67547667,-33.49209667,Medium,Medium,True
-70.67526,-33.491735,Medium,Medium,True
-70.67508,-33.491325,Medium,Medium,True
-70.67494167,-33.49103,Medium,Medium,True
-70.674825,-33.49078333,Medium,Medium,True
-70.67465667,-33.49045333,Medium,Medium,True
-70.67451167,-33.49012667,High,Medium,False
-70.67433667,-33.48984333,High,High,True
-70.67417167,-33.48947833,High,High,True
-70.67393,-33.48901,Medium,Medium,True
-70.67372833,-33.48857333,Medium,High,False
-70.67353167,-33.48817667,Medium,High,False
-70.67340667,-33.48792833,Medium,High,False
-70.67323333,-33.48758833,Medium,Medium,True
-70.67309833,-33.48726,Medium,Low,False
-70.67292833,-33.48693833,Medium,Medium,True
-70.67272333,-33.48652167,Medium,High,False
-70.67252833,-33.486135,Medium,High,False
-70.67227333,-33.48563333,Medium,High,False
-70.67215167,-33.48535833,Medium,High,False
-70.67199333,-33.485035,Medium,High,False
-70.67179833,-33.48469,Medium,High,False
-70.67165,-33.48436167,Medium,High,False
-70.67149667,-33.48396,Medium,High,False
-70.67128,-33.48351333,Medium,High,False
-70.671065,-33.48306667,Medium,High,False
-70.67081667,-33.48257667,Medium,High,False
-70.67057167,-33.48210333,Medium,High,False
-70.67035667,-33.48165167,Medium,High,False
-70.67015333,-33.481175,Medium,Medium,True
-70.66994333,-33.48074333,Medium,Medium,True
-70.66974167,-33.48037833,Medium,High,False
-70.66959333,-33.48008333,Medium,High,False
-70.669455,-33.47981167,Medium,Medium,True
-70.66932333,-33.47952333,Medium,Medium,True
-70.66917,-33.47917667,Medium,High,False
-70.66908667,-33.47877333,High,High,True
-70.66945667,-33.47865,High,High,True
-70.669855,-33.47862833,High,High,True
-70.67031167,-33.47858833,High,High,True
-70.67068,-33.478565,High,High,True
-70.67101167,-33.47853833,High,High,True
-70.671405,-33.47851167,High,High,True
-70.67184833,-33.47851,High,High,True
-70.672375,-33.47854333,High,High,True
-70.67292333,-33.47850833,High,High,True
-70.673465,-33.47848833,Medium,High,False
-70.67400167,-33.47848333,Medium,High,False
-70.67456833,-33.47846333,Low,High,False
-70.675135,-33.47845167,Medium,High,False
-70.67571833,-33.47846833,Medium,High,False
-70.67630167,-33.478465,Medium,High,False
-70.676905,-33.47843667,High,High,True
-70.67751333,-33.47844167,High,High,True
-70.67814,-33.478405,High,High,True
-70.67875667,-33.47841333,High,High,True
-70.67933667,-33.47840333,High,High,True
-70.67992333,-33.47838333,Medium,High,False
-70.680495,-33.47830833,Medium,High,False
-70.68107833,-33.47828,Medium,High,False
-70.681695,-33.478305,Medium,High,False
-70.68221667,-33.47833167,Medium,High,False
-70.682755,-33.47833167,Medium,High,False
-70.68325167,-33.47828333,Medium,High,False
-70.683735,-33.47818,Low,High,False
-70.68408333,-33.47797667,Medium,High,False
-70.68426,-33.477575,High,High,True
-70.68413167,-33.47711667,Medium,High,False
-70.68398333,-33.47666167,Medium,High,False
-70.68387167,-33.47627333,Medium,High,False
-70.68372667,-33.47589667,Medium,High,False
-70.68362333,-33.47559,Medium,High,False
-70.68346667,-33.47533833,Medium,High,False
-70.68325667,-33.47500667,Medium,High,False
-70.68295,-33.47462833,Low,High,False
-70.68263833,-33.47419833,Low,High,False
-70.682305,-33.473765,Low,High,False
-70.68208167,-33.473405,Low,High,False
-70.68193,-33.47317667,Medium,High,False
-70.68168,-33.47286833,Medium,High,False
-70.68138167,-33.472475,Medium,High,False
-70.68117,-33.472095,Medium,High,False
-70.68102,-33.47189667,Medium,High,False
-70.68081833,-33.47160833,Medium,High,False
-70.68061833,-33.47122667,Medium,High,False
-70.6805,-33.47084167,Medium,High,False
-70.680255,-33.47061,Medium,High,False
-70.67970833,-33.47066,Medium,High,False
-70.67912,-33.47065667,Medium,High,False
